"Date","Year","Month","Day","Data Quality","Tmax","Max Temp Flag","Tmin","Min Temp Flag","Tmean","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Rain","Total Rain Flag","Snow","Total Snow Flag","Precip","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Max_gust","Spd of Max Gust Flag"
"2017-09-27","2017","09","27","‡","31.2","","17.6","","24.4","","0.0","","6.4","","5.6","","0.0","","5.6","","","","28","","67",""
"2017-09-28","2017","09","28","‡","17.7","","9.2","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","30","","44",""
"2017-09-29","2017","09","29","‡","14.5","","5.8","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","4","","37",""
"2017-09-30","2017","09","30","‡","15.2","","6.5","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","4","","37",""
"2017-10-01","2017","10","01","‡","17.7","","5.0","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","26","","39",""
"2017-10-02","2017","10","02","‡","19.6","","6.8","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","32","","33",""
"2017-10-03","2017","10","03","‡","22.6","","6.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","17","","24",""
"2017-10-04","2017","10","04","‡","25.8","","12.9","","19.4","","0.0","","1.4","","6.8","","0.0","","6.8","","","","22","","63",""
"2017-10-05","2017","10","05","‡","19.6","","11.9","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","24","","46",""
"2017-10-06","2017","10","06","‡","18.7","","10.3","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","24","","37",""
"2017-10-07","2017","10","07","‡","21.0","","10.9","","16.0","","2.0","","0.0","","4.8","","0.0","","4.8","","","","15","","32",""
"2017-10-08","2017","10","08","‡","24.7","","16.6","","20.7","","0.0","","2.7","","6.4","","0.0","","6.4","","","","22","","82",""
"2017-10-09","2017","10","09","‡","17.7","","14.5","","16.1","","1.9","","0.0","","29.6","","0.0","","29.6","","","","10","","41",""
"2017-10-10","2017","10","10","‡","21.6","","12.1","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","25","","37",""
"2017-10-11","2017","10","11","‡","12.2","","5.6","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","1","","35",""
"2017-10-12","2017","10","12","‡","15.7","","3.3","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","4","","33",""
"2017-10-13","2017","10","13","‡","17.2","","6.7","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","15","","37",""
"2017-10-14","2017","10","14","‡","18.5","","14.0","","16.3","","1.7","","0.0","","0.4","","0.0","","0.4","","","","24","","32",""
"2017-10-15","2017","10","15","‡","23.7","","7.9","","15.8","","2.2","","0.0","","11.0","","0.0","","11.0","","","","30","","61",""
"2017-10-16","2017","10","16","‡","8.7","","0.8","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","30","","37",""
"2017-10-17","2017","10","17","‡","13.9","","0.2","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","23","","54",""
"2017-10-18","2017","10","18","‡","18.7","","8.0","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","20","","28",""
"2017-10-19","2017","10","19","‡","20.8","","10.6","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","23","","72",""
"2017-10-20","2017","10","20","‡","17.4","","6.8","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","25","","43",""
"2017-10-21","2017","10","21","‡","20.7","","8.8","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","26","","26",""
"2017-10-22","2017","10","22","‡","19.3","E","8.4","E","13.9","E","4.1","E","0.0","E","","M","","M","0.0","E","","","","M","","M"
"2017-10-23","2017","10","23","‡","21.8","","6.1","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","11","","37",""
"2017-10-24","2017","10","24","‡","24.0","","10.9","","17.5","","0.5","","0.0","","32.0","","0.0","","32.0","","","","17","","78",""
"2017-10-25","2017","10","25","‡","","M","10.9","E","","M","","M","","M","","M","","","","M","","","","M","","M"
"2017-10-26","2017","10","26","‡","12.3","","8.4","","10.4","","7.6","","0.0","","4.0","","0.0","","4.0","","","","27","","37",""
"2017-10-27","2017","10","27","‡","10.9","","5.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","27","","46",""
"2017-10-28","2017","10","28","‡","19.1","","3.3","","11.2","","6.8","","0.0","","0.0","T","0.0","","0.0","T","","","15","","46",""
"2017-10-29","2017","10","29","‡","13.0","","8.2","","10.6","","7.4","","0.0","","26.6","","0.0","","26.6","","","","5","","52",""
"2017-10-30","2017","10","30","‡","19.0","","6.8","","12.9","","5.1","","0.0","","0.6","","0.0","","0.6","","","","23","","80",""
"2017-10-31","2017","10","31","‡","11.7","","1.8","","6.8","","11.2","","0.0","","0.4","","0.0","","0.4","","","","21","","69",""
"2017-11-01","2017","11","01","‡","9.6","","1.1","","5.4","","12.6","","0.0","","2.4","","0.0","","2.4","","","","11","","30",""
"2017-11-02","2017","11","02","‡","16.9","","5.7","","11.3","","6.7","","0.0","","20.0","","0.0","","20.0","","","","19","","41",""
"2017-11-03","2017","11","03","‡","17.1","","1.8","","9.5","","8.5","","0.0","","9.8","","0.0","","9.8","","","","26","","57",""
"2017-11-04","2017","11","04","‡","6.5","","0.3","","3.4","","14.6","","0.0","","0.4","","0.0","","0.4","","","","6","","39",""
"2017-11-05","2017","11","05","‡","12.9","","2.6","","7.8","","10.2","","0.0","","11.4","","0.0","","11.4","","","","14","","57",""
"2017-11-06","2017","11","06","‡","14.3","","2.1","","8.2","","9.8","","0.0","","5.0","","0.0","","5.0","","","","30","","46",""
"2017-11-07","2017","11","07","‡","4.1","","-1.8","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","27","","35",""
"2017-11-08","2017","11","08","‡","","M","-1.8","E","","M","","M","","M","0.0","","0.0","","0.0","","","","21","","32",""
"2017-11-09","2017","11","09","‡","8.5","","0.5","","4.5","","13.5","","0.0","","2.6","","0.0","T","2.6","","0","T","27","","74",""
"2017-11-10","2017","11","10","‡","1.3","","-8.9","","-3.8","","21.8","","0.0","","0.0","","0.2","","0.2","","0","T","27","","69",""
"2017-11-11","2017","11","11","‡","-1.3","","-9.7","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","","","27","","37",""
"2017-11-12","2017","11","12","‡","2.1","","-5.3","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","","","15","","19",""
"2017-11-13","2017","11","13","‡","0.6","","-5.6","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","","","2","","22",""
"2017-11-14","2017","11","14","‡","3.0","","-0.7","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","2","","17",""
"2017-11-15","2017","11","15","‡","6.5","","-4.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","","","14","","39",""
"2017-11-16","2017","11","16","‡","9.0","","0.5","","4.8","","13.2","","0.0","","5.0","","0.2","","5.2","","","","30","","52",""
"2017-11-17","2017","11","17","‡","0.5","","-5.5","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","","","28","","52",""
"2017-11-18","2017","11","18","‡","1.1","","-6.2","","-2.6","","20.6","","0.0","","1.2","","0.0","","1.2","","","","5","","35",""
"2017-11-19","2017","11","19","‡","1.6","","-3.4","","-0.9","","18.9","","0.0","","8.6","","3.8","","12.4","","2","","29","","57",""
"2017-11-20","2017","11","20","‡","-3.1","","-8.2","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","1","","23","","52",""
"2017-11-21","2017","11","21","‡","8.4","","-4.6","","1.9","","16.1","","0.0","","0.0","","0.0","T","0.0","T","1","","20","","33",""
"2017-11-22","2017","11","22","‡","6.9","","-5.2","","0.9","","17.1","","0.0","","2.2","","0.0","","2.2","","","","29","","35",""
"2017-11-23","2017","11","23","‡","1.7","","-8.0","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","","","22","","44",""
"2017-11-24","2017","11","24","‡","6.7","","1.6","","4.2","","13.8","","0.0","","0.0","","0.0","T","0.0","T","","","24","","39",""
"2017-11-25","2017","11","25","‡","6.6","","2.2","","4.4","","13.6","","0.0","","6.4","","0.0","T","6.4","","","","22","","35",""
"2017-11-26","2017","11","26","‡","2.5","","-3.8","","-0.7","","18.7","","0.0","","0.4","","1.6","","2.0","","0","T","27","","44",""
"2017-11-27","2017","11","27","‡","-0.9","","-11.4","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","2","","28","","41",""
"2017-11-28","2017","11","28","‡","5.6","","-11.4","","-2.9","","20.9","","0.0","","0.0","T","0.0","","0.0","T","2","","16","","35",""
"2017-11-29","2017","11","29","‡","7.5","","-6.9","","0.3","","17.7","","0.0","","1.2","","0.0","","1.2","","","","28","","57",""
"2017-11-30","2017","11","30","‡","4.6","","-7.3","","-1.4","","19.4","","0.0","","3.2","","0.2","","3.4","","","","14","","33",""
"2017-12-01","2017","12","01","‡","5.0","","-1.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","23","","37",""
"2017-12-02","2017","12","02","‡","3.2","","-0.9","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","10","","17",""
"2017-12-03","2017","12","03","‡","2.3","","-1.7","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","5","","26",""
"2017-12-04","2017","12","04","‡","5.9","","-3.0","","1.5","","16.5","","0.0","","0.0","T","0.0","","0.0","T","","","15","","57",""
"2017-12-05","2017","12","05","‡","10.0","","5.6","","7.8","","10.2","","0.0","","9.8","","0.0","","9.8","","","","26","","59",""
"2017-12-06","2017","12","06","‡","5.7","","-0.3","","2.7","","15.3","","0.0","","0.0","","0.0","T","0.0","T","","","22","","65",""
"2017-12-07","2017","12","07","‡","1.4","","-1.7","","-0.2","","18.2","","0.0","","0.0","","0.2","","0.2","","0","T","23","","41",""
"2017-12-08","2017","12","08","‡","1.0","","-2.9","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","20","","54",""
"2017-12-09","2017","12","09","‡","0.5","","-4.5","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","","","22","","44",""
"2017-12-10","2017","12","10","‡","-1.4","","-5.1","","-3.3","","21.3","","0.0","","0.0","","1.8","","1.6","","0","T","27","","48",""
"2017-12-11","2017","12","11","‡","-3.8","","-12.7","","-8.3","","26.3","","0.0","","0.0","","0.8","","0.4","","2","","2","","33",""
"2017-12-12","2017","12","12","‡","-6.8","","-10.7","","-8.8","","26.8","","0.0","","0.2","","18.6","","17.2","","4","","3","","48",""
"2017-12-13","2017","12","13","‡","-7.2","","-16.3","","-11.8","","29.8","","0.0","","0.0","","2.4","","1.6","","9","","27","","61",""
"2017-12-14","2017","12","14","‡","-14.5","","-19.0","","-16.8","","34.8","","0.0","","0.0","","0.0","","0.0","","4","","24","","50",""
"2017-12-15","2017","12","15","‡","-9.4","","-20.1","","-14.8","","32.8","","0.0","","0.0","","0.4","","0.4","","3","","","","<31",""
"2017-12-16","2017","12","16","‡","-8.0","","-15.0","","-11.5","","29.5","","0.0","","0.0","","1.8","","1.8","","5","","27","","32",""
"2017-12-17","2017","12","17","‡","-12.4","","-21.0","","-16.7","","34.7","","0.0","","0.0","","0.2","","0.2","","5","","","","<31",""
"2017-12-18","2017","12","18","‡","-10.1","","-14.1","","-12.1","","30.1","","0.0","","0.0","","4.8","","4.4","","5","","","","<31",""
"2017-12-19","2017","12","19","‡","3.3","","-10.2","","-3.5","","21.5","","0.0","","2.7","","4.4","","7.1","","9","","25","","61",""
"2017-12-20","2017","12","20","‡","1.0","","-12.2","","-5.6","","23.6","","0.0","","0.0","T","0.0","","0.0","T","8","","29","","63",""
"2017-12-21","2017","12","21","‡","-10.5","","-16.2","","-13.4","","31.4","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"2017-12-22","2017","12","22","‡","-11.6","","-15.2","","-13.4","","31.4","","0.0","","0.0","","1.4","","1.2","","5","","4","","43",""
"2017-12-23","2017","12","23","‡","-5.2","","-12.0","","-8.6","","26.6","","0.0","","0.0","","9.4","","14.4","","5","","24","","41",""
"2017-12-24","2017","12","24","‡","-5.5","","-9.7","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","12","","4","","43",""
"2017-12-25","2017","12","25","‡","-6.4","","-10.1","","-8.3","","26.3","","0.0","","0.0","","13.4","","12.6","","18","","26","","52",""
"2017-12-26","2017","12","26","‡","-7.0","","-18.9","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","19","","27","","54",""
"2017-12-27","2017","12","27","‡","-18.3","","-24.5","","-21.4","","39.4","","0.0","","0.0","","0.0","","0.0","","11","","27","","37",""
"2017-12-28","2017","12","28","‡","-20.5","","-26.6","","-23.6","","41.6","","0.0","","0.0","","0.0","","0.0","","10","","27","","44",""
"2017-12-29","2017","12","29","‡","-18.4","","-24.8","","-21.6","","39.6","","0.0","","0.0","","1.6","","1.6","","10","","26","","30",""
"2017-12-30","2017","12","30","‡","-17.4","","-24.9","","-21.2","","39.2","","0.0","","0.0","","0.2","","0.2","","10","","","","<31",""
"2017-12-31","2017","12","31","‡","-18.9","","-23.8","","-21.4","","39.4","","0.0","","0.0","","0.0","T","0.0","T","10","","27","","37",""
